(1, [10], 48.278837045033775) 
(1, [20], 23.790540377298992) 
(1, [30], 16.236675182978313) 
(1, [40], 14.111696720123291) 
(1, [50], 15.776174783706665) 
(1, [60], 10.80602741241455) 
(1, [70], 12.681235154469809) 
(1, [80], 11.754467407862345) 
(1, [90], 9.935809453328451) 
(1, [100], 9.64287257194519) 
(1, [110], 11.359374761581421) 
(1, [120], 9.88480774561564) 
(1, [130], 11.357306241989136) 
(1, [140], 10.754236062367758) 
(1, [150], 10.393105824788412) 
(1, [160], 10.858304897944132) 
(1, [170], 10.970297972361246) 
(1, [180], 10.824049711227417) 
(1, [190], 9.699053208033243) 
(1, [200], 10.339515765508017) 
(1, [210], 10.343892335891724) 
(1, [220], 10.070330301920572) 
(1, [230], 11.538467168807983) 
(1, [240], 12.413788318634033) 
(1, [250], 13.101519902547201) 
(1, [260], 9.91995636622111) 
(1, [270], 11.572697242101034) 
(1, [280], 11.417375723520914) 
(1, [290], 11.747410535812378) 
(1, [300], 11.830012957255045) 
(1, [310], 11.06676197052002) 
(1, [320], 13.115540424982706) 
(1, [330], 11.073712746302286) 
(1, [340], 12.408594608306885) 
(1, [350], 11.268126885096232) 
(1, [360], 10.178130229314169) 
(1, [370], 11.61730408668518) 
(1, [380], 12.618870258331299) 
(1, [390], 12.721343199412027) 
(1, [400], 13.461544434229532) 
(1, [410], 12.547310988108316) 
(1, [420], 14.483711957931519) 
(1, [430], 12.506293694178263) 
(1, [440], 14.196464776992798) 
(1, [450], 14.638339201609293) 
(1, [460], 14.526354869206747) 
(1, [470], 15.927934964497885) 
(1, [480], 16.08349370956421) 
(1, [490], 15.027602910995483) 
(1, [500], 15.372906366984049) 
(1, [510], 14.04352617263794) 
(1, [520], 15.315051714579264) 
(1, [530], 15.954437176386515) 
(1, [540], 15.579861323038736) 
(1, [550], 13.798283656438192) 
(1, [560], 17.915045897165935) 
(1, [570], 15.798648516337076) 
(1, [580], 17.249431053797405) 
(1, [590], 17.06137188275655) 
(1, [600], 15.68966523806254) 
(1, [610], 18.966079711914062) 
(1, [620], 17.026620626449585) 
(1, [630], 22.518547852834065) 
(1, [640], 17.884944279988606) 
(1, [650], 17.700721502304077) 
(1, [660], 21.970664421717327) 
(1, [670], 16.76377558708191) 
(1, [680], 19.770193020502727) 
(1, [690], 16.334889888763428) 
(1, [700], 18.581825097401936) 
(1, [710], 20.057993570963543) 
(1, [720], 23.77257426579793) 
(1, [730], 24.938718875249226) 
(1, [740], 22.920905431111652) 
(1, [750], 24.933380047480266) 
(1, [760], 17.300352334976196) 
(1, [770], 24.051711400349934) 
(1, [780], 25.214791377385456) 
(1, [790], 22.352288007736206) 
(1, [800], 24.395562569300335) 
(1, [810], 23.740183273951214) 
(1, [820], 23.63627330462138) 
(1, [830], 23.761722246805828) 
(1, [840], 22.441843112309773) 
(1, [850], 31.490185419718426) 
(1, [860], 28.974693934122723) 
(1, [870], 23.476279735565186) 
(1, [880], 25.227166732152302) 
(1, [890], 26.93296257654826) 
(1, [900], 33.57210850715637) 
(1, [910], 28.798892498016357) 
(1, [920], 28.870851119359333) 
(1, [930], 22.874520778656006) 
(1, [940], 34.59812458356222) 
(1, [950], 39.459348917007446) 
(1, [960], 36.55905397733053) 
(1, [970], 33.36699970563253) 
(1, [980], 30.645848830540974) 
(1, [990], 26.783894856770832) 
